"age","years_exp","search_rank","pandascore_id","birth_country","college","espn_id","birth_date","injury_notes","search_first_name","player_id","hashtag","stats_id","news_updated","active","sport","fantasy_data_id","competitions","practice_description","yahoo_id","last_name","opta_id","birth_state","gsis_id","status","depth_chart_order","height","injury_start_date","fantasy_positions","search_full_name","high_school","sportradar_id","kalshi_id","practice_participation","team_abbr","team","oddsjam_id","rotoworld_id","birth_city","metadata","first_name","injury_status","swish_id","depth_chart_position","team_changed_at","position","search_last_name","number","full_name","weight","injury_body_part","rotowire_id","dupes"
NA,3,NA,NA,"DEU","South Alabama",41773,"1997-01-16","","brendan","1335","#brendandonovan-MLB-STL-33",NA,1758904517546,"True","mlb",NA,"[]",NA,NA,"Donovan",NA,"",NA,"A",NA,71,NA,"","brendandonovan","Enterprise (AL)","8babdbd4-d607-4bb0-a6c1-708c247c08ed",NA,NA,NA,"STL","B31DA02314E5",NA,"Wurzberg","{'bat_hand': 'L', 'channel_id': '1157161263462121472', 'full_name': 'Brendan Donovan', 'pro_debut': '2022-04-25', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-12T20:51:22+00:00'}","Brendan","",680977,NA,NA,"2B","donovan",33,"Brendan Donovan",210,"",17638,1
NA,4,NA,NA,"DOM","",41532,"1999-05-21","","rodolfo","1414","#rodolfocastro-MLB-PHI-29",NA,1732198215212,"False","mlb",NA,"[]",NA,NA,"Castro",NA,"",NA,"D60",NA,72,NA,"","rodolfocastro","","f6e1f0f3-5afb-4944-9a46-be422f49e234",NA,NA,NA,"PHI","B58EA67FA5D2",NA,"Los Llanos","{'bat_hand': 'B', 'channel_id': '1157161162412949504', 'full_name': 'Rodolfo Castro', 'pro_debut': '2021-04-21', 'rookie_year': '2021', 'status': 'D60', 'throw_hand': 'R', 'updated': '2024-10-11T15:19:50+00:00'}","Rodolfo","",666801,NA,NA,"SS","castro",29,"Rodolfo Castro",205,"",15317,1
NA,6,NA,NA,"USA","Hawaii",40718,"1994-06-30","","josh","1178","#joshrojas-MLB-CWS-5",NA,1756144241858,"True","mlb",NA,"[]",NA,NA,"Rojas",NA,"AZ",NA,"A",NA,73,NA,"","joshrojas","Millenium (AZ)","cd4ccb68-8795-4486-a7d6-989072685c42",NA,NA,NA,"CWS","E5AD4D620169",NA,"Glendale","{'bat_hand': 'L', 'channel_id': '1157161241706266624', 'full_name': 'Josh Rojas', 'pro_debut': '2019-08-12', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-04T15:13:26+00:00'}","Josh","",668942,NA,NA,"3B","rojas",5,"Josh Rojas",200,"",15913,1
NA,9,NA,NA,"VEN","",32170,"","","rougned","1589","#rougnedodor-MLB-SD-24",NA,1723515342270,"True","mlb",NA,"[]",NA,NA,"Odor",NA,"",NA,"A",NA,71,NA,"","rougnedodor","","f2954280-cd18-4cba-bf61-321e37f730c5",NA,NA,NA,"SD","79906097604B",NA,"Maracaibo","{'bat_hand': 'L', 'full_name': 'Rougned Odor', 'pro_debut': '2014-05-08', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-03-30T20:09:03+00:00'}","Rougned","",596059,NA,NA,"2B","odor",24,"Rougned Odor",200,"",12052,1
NA,1,NA,NA,"USA","Oklahoma State",4179552,"1997-08-10","","peyton","2561","#peytonbattenfield-MLB-NYM-60",NA,1740948648299,"False","mlb",NA,"[]",NA,NA,"Battenfield",NA,"OK",NA,"MIN",NA,76,NA,"","peytonbattenfield","Verdigris (OK)","31650f22-3099-4f15-a20c-b0461c47a6e5",NA,NA,NA,"NYM","4B6C787A83B3",NA,"Tulsa","{'bat_hand': 'R', 'full_name': 'Peyton Battenfield', 'pro_debut': '2023-04-12', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2023-09-25T11:58:36+00:00'}","Peyton","",685410,NA,NA,"SP","battenfield",60,"Peyton Battenfield",224,"",17550,1
NA,1,NA,NA,"USA","West Virginia",5007623,"1999-04-22","","jackson","2929","#jacksonwolf-MLB-SD",NA,1723487439263,"False","mlb",NA,"[]",NA,NA,"Wolf",NA,"OH",NA,"MIN",NA,79,NA,"","jacksonwolf","Lincoln (OH)","53eee163-5d9c-40a3-ac4b-872e58f2bcdb",NA,NA,NA,"SD","0EE6DCD38107",NA,"Gahanna","{'bat_hand': 'L', 'full_name': 'Jackson Wolf', 'pro_debut': '2023-07-22', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2024-07-30T16:37:40+00:00'}","Jackson","",680232,NA,NA,"SP","wolf",NA,"Jackson Wolf",205,"",17567,1
NA,8,NA,NA,"USA","South Carolina",38173,"1992-12-27","Surgery","jordan","1781","#jordanmontgomery-MLB-MIL",NA,1754003131888,"True","mlb",NA,"[]",NA,NA,"Montgomery",NA,"SC",NA,"D60",NA,78,NA,"","jordanmontgomery","Sumter (SC)","e96d88f5-3593-48fb-b1fd-840b41c08cc5",NA,NA,NA,"MIL","0BEB62A934FF",NA,"Sumter","{'bat_hand': 'L', 'channel_id': '1157161194738450432', 'full_name': 'Jordan Montgomery', 'pro_debut': '2017-04-12', 'rookie_year': '2017', 'status': 'D60', 'throw_hand': 'L', 'updated': '2025-07-31T22:38:24+00:00'}","Jordan","IL60",656756,NA,NA,"SP","montgomery",NA,"Jordan Montgomery",228,"Elbow",13481,1
NA,1,NA,NA,"CUB","",NA,"1998-05-28","Sprain","pedro","3221","#pedroleon-MLB-HOU-4",NA,1755550204537,"True","mlb",NA,"[]",NA,NA,"León",NA,"",NA,"D60",NA,69,NA,"","pedroleon","","d325e56e-b13e-4678-a230-4df2c8539f21",NA,NA,NA,"HOU","615483B413D8",NA,"Havana","{'bat_hand': 'R', 'channel_id': '1157161648713138176', 'full_name': 'Pedro León', 'pro_debut': '2024-08-03', 'rookie_year': '2024', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-09-01T18:36:23+00:00'}","Pedro","IL60",694175,NA,NA,"RF","leon",4,"Pedro León",170,"Knee",16613,1
NA,1,NA,NA,"USA","",5197473,"2003-12-17","","caden","3269","#cadendana-MLB-LAA-36",NA,1759037127342,"True","mlb",NA,"[]",NA,NA,"Dana",NA,"NY",NA,"A",NA,76,NA,"","cadendana","Don Bosco (NJ)","9edea585-39b9-41bc-ae04-6b8dd634a819",NA,NA,NA,"LAA","D5896CA6EC9CB23E",NA,"Warwick","{'bat_hand': 'L', 'channel_id': '1157161330474516480', 'full_name': 'Caden Dana', 'pro_debut': '2024-09-01', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-03T19:57:02+00:00'}","Caden","",702674,NA,NA,"SP","dana",36,"Caden Dana",215,"",18025,1
NA,NA,NA,NA,"USA","",41058,"","","james","1944","#jamesmarinan-MLB-CIN-81",NA,NA,"False","mlb",NA,"[]",NA,NA,"Marinan",NA,"FL",NA,"MIN",NA,77,NA,"","jamesmarinan","Park Vista Community (FL)","64e6037e-69df-4ec3-9935-c330b61ec424",NA,NA,NA,"CIN","",NA,"Boynton Beach","{'bat_hand': 'R', 'full_name': 'James Marinan', 'pro_debut': '', 'rookie_year': '', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2022-03-31T00:37:24+00:00'}","James","",NA,NA,NA,"SP","marinan",81,"James Marinan",239,"",NA,1
NA,6,NA,NA,"USA","Northeastern State",39909,"1994-07-18","","ryan","1351","#ryanhelsley-MLB-NYM-56",NA,1756480823106,"True","mlb",NA,"[]",NA,NA,"Helsley",NA,"OK",NA,"A",NA,74,NA,"","ryanhelsley","Sequoyah (OK)","7b6abb04-541e-4d96-b0d5-2cf6e4bc4695",NA,NA,NA,"NYM","E258B3C00DD7",NA,"Tahlequah","{'bat_hand': 'R', 'channel_id': '1157161268050690048', 'full_name': 'Ryan Helsley', 'pro_debut': '2019-04-16', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-01T23:02:10+00:00'}","Ryan","",664854,NA,NA,"RP","helsley",56,"Ryan Helsley",235,"",14404,1
NA,2,NA,NA,"USA","Missouri State",4228448,"1998-01-15","Surgery","drew","2957","#drewmillas-MLB-WSH-81",NA,1756840847591,"True","mlb",NA,"[]",NA,NA,"Millas",NA,"MO",NA,"D60",NA,73,NA,"","drewmillas","Belleville East (IL)","13c0561a-dca5-4064-bebc-21d28ff1dec7",NA,NA,NA,"WSH","2730D036D1BF",NA,"St. Louis","{'bat_hand': 'B', 'channel_id': '1157161581616857088', 'full_name': 'Drew Millas', 'pro_debut': '2023-08-28', 'rookie_year': '2023', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-09-02T19:14:53+00:00'}","Drew","IL60",686452,NA,NA,"C","millas",81,"Drew Millas",204,"Finger",16154,1
NA,2,NA,NA,"DOM","",NA,"1998-11-03","","randy","2717","#randyvasquez-MLB-SD-98",NA,1758720004433,"True","mlb",NA,"[]",NA,NA,"Vásquez",NA,"",NA,"A",NA,72,NA,"","randyvasquez","","766649ef-3ac0-4883-ada3-9d73320cf876",NA,NA,NA,"SD","394B41DCC388",NA,"Navarette","{'bat_hand': 'R', 'channel_id': '1157161580165627904', 'full_name': 'Randy Vásquez', 'pro_debut': '2023-05-26', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-06T19:41:59+00:00'}","Randy","",681190,NA,NA,"SP","vasquez",98,"Randy Vásquez",165,"",17629,1
NA,7,NA,NA,"USA","Auburn",42218,"1994-04-15","","trey","2789","#treywingenter-MLB-CHC-38",NA,1736198403342,"True","mlb",NA,"[]",NA,NA,"Wingenter",NA,"AL",NA,"A",NA,79,NA,"","treywingenter","Bob Jones (AL)","a1ac8596-20b6-496b-aea5-0d7678cb37ec",NA,NA,NA,"CHC","9C159F268787",NA,"Huntsville","{'bat_hand': 'R', 'channel_id': '1157161361139073024', 'full_name': 'Trey Wingenter', 'pro_debut': '2018-08-07', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-10-02T18:19:10+00:00'}","Trey","",622259,NA,NA,"RP","wingenter",38,"Trey Wingenter",237,"",15346,1
NA,5,NA,NA,"USA","Campbell",38628,"1992-06-26","","ryan","1911","#ryanthompson-MLB-AZ-81",NA,1756760142671,"True","mlb",NA,"[]",NA,NA,"Thompson",NA,"OR",NA,"A",NA,77,NA,"","ryanthompson","Cascade (OR)","05b5805b-3b4e-40f6-982b-03081465c961",NA,NA,NA,"AZ","884F85C0AC96",NA,"Turner","{'bat_hand': 'R', 'channel_id': '1157161197955481600', 'full_name': 'Ryan Thompson', 'pro_debut': '2020-07-24', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-01T20:47:21+00:00'}","Ryan","",657044,NA,NA,"RP","thompson",81,"Ryan Thompson",210,"",17014,1
NA,9,NA,NA,"USA","Oklahoma",33716,"1991-07-09","","steven","1034","#stevenokert-MLB-HOU-48",NA,1754421357540,"True","mlb",NA,"[]",NA,NA,"Okert",NA,"CA",NA,"A",NA,74,NA,"","stevenokert","Rowlett (TX)","2c30becf-7771-4e6c-b023-ffb0616ab4f7",NA,NA,NA,"HOU","8581D2E3F4A1",NA,"Riverside","{'bat_hand': 'L', 'channel_id': '1211036177352642560', 'full_name': 'Steven Okert', 'pro_debut': '2016-04-19', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-03-28T16:18:34+00:00'}","Steven","",595345,NA,NA,"RP","okert",48,"Steven Okert",202,"",13720,1
NA,NA,NA,NA,"DOM","",41156,"","","cristofer","2503","#cristoferogando-MLB-TB-75",NA,NA,"False","mlb",NA,"[]",NA,NA,"Ogando",NA,"",NA,"MIN",NA,75,NA,"","cristoferogando","","65063730-0789-4283-9e25-aa0e89864fb7",NA,NA,NA,"TB","",NA,"Santo Domingo","{'bat_hand': 'R', 'full_name': 'Cristofer Ogando', 'pro_debut': '2022-07-03', 'rookie_year': '2022', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2022-09-28T15:34:06+00:00'}","Cristofer","",642657,NA,NA,"RP","ogando",75,"Cristofer Ogando",195,"",NA,1
NA,2,NA,NA,"DOM","",41198,"2001-09-10","","marco","2718","#marcoluciano-MLB-SF-37",NA,1741192840942,"True","mlb",NA,"[]",NA,NA,"Luciano",NA,"",NA,"A",NA,73,NA,"","marcoluciano","","63af3779-e36d-4782-a656-14c9cb3eb491",NA,NA,NA,"SF","5A4EA82017D6",NA,"San Francisco de Macoris","{'bat_hand': 'R', 'channel_id': '1157161485764427776', 'full_name': 'Marco Luciano', 'pro_debut': '2023-07-26', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:33:39+00:00'}","Marco","",682617,NA,NA,"CF","luciano",37,"Marco Luciano",215,"",15599,1
NA,2,NA,NA,"USA","",38029,"1997-05-19","","conner","2484","#connercapel-MLB-CIN-49",NA,1733948453806,"False","mlb",NA,"[]",NA,NA,"Capel",NA,"TX",NA,"MIN",NA,73,NA,"","connercapel","Seven Lakes (TX)","7168467a-0e39-473f-b8ca-7e9ab4d4589f",NA,NA,NA,"CIN","6680373A4031",NA,"Katy","{'bat_hand': 'L', 'full_name': 'Conner Capel', 'pro_debut': '2022-06-27', 'rookie_year': '2022', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2024-05-28T18:00:38+00:00'}","Conner","",668843,NA,NA,"LF","capel",49,"Conner Capel",185,"",14298,1
NA,3,NA,NA,"DOM","",NA,"1999-12-07","","jose","1008","#josedevers-MLB-MIA-79",NA,1749776751181,"True","mlb",NA,"[]",NA,NA,"Devers",NA,"",NA,"A",NA,72,NA,"","josedevers","","1a9d8e96-a30a-4a64-9567-3d205acb7495",NA,NA,NA,"MIA","E6648A3257796818",NA,"Samana","{'bat_hand': 'L', 'full_name': 'José Devers', 'pro_debut': '2021-04-24', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-08-31T22:42:07+00:00'}","José","",672701,NA,NA,"SS","devers",79,"José Devers",174,"",15275,1
NA,4,NA,NA,"VEN","",NA,"1998-11-16","","sebastian","1664","#sebastianrivero-MLB-LAA-38",NA,1758482131029,"True","mlb",NA,"[]",NA,NA,"Rivero",NA,"",NA,"A",NA,73,NA,"","sebastianrivero","","21404b90-04e0-40f1-bcd5-dcb052a3b540",NA,NA,NA,"LAA","",NA,"Maracay","{'bat_hand': 'R', 'channel_id': '1270920825221959680', 'full_name': 'Sebastián Rivero', 'pro_debut': '2021-05-08', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-09T13:23:18+00:00'}","Sebastián","",665861,NA,NA,"C","rivero",38,"Sebastián Rivero",210,"",15387,1
NA,NA,NA,NA,"DOM","",32820,"","","nomar","2433","#nomarmazara-MLB-SD-16",NA,NA,"True","mlb",NA,"[]",NA,NA,"Mazara",NA,"",NA,"A",NA,76,NA,"","nomarmazara","","141d06a7-bef6-4d75-8bcb-7ed64be0d16e",NA,NA,NA,"SD","",NA,"Santo Domingo","{'bat_hand': 'L', 'full_name': 'Nomar Mazara', 'pro_debut': '2016-04-10', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'L', 'updated': '2022-06-02T21:25:41+00:00'}","Nomar","",608577,NA,NA,"RF","mazara",16,"Nomar Mazara",215,"",NA,1
NA,3,NA,NA,"DOM","",41829,"1993-08-31","Surgery","ronel","2282","#ronelblanco-MLB-HOU-56",NA,1749245447233,"True","mlb",NA,"[]",NA,NA,"Blanco",NA,"",NA,"D60",NA,75,NA,"","ronelblanco","","8d9cf2ab-c06c-4ca9-96c0-8c17ef83b591",NA,NA,NA,"HOU","C2B97348697D",NA,"Santiago","{'bat_hand': 'R', 'channel_id': '1157161651481378816', 'full_name': 'Ronel Blanco', 'pro_debut': '2022-04-08', 'rookie_year': '2022', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-06-01T15:18:05+00:00'}","Ronel","IL60",669854,NA,NA,"SP","blanco",56,"Ronel Blanco",265,"Elbow",17206,1
NA,4,NA,NA,"USA","Webster University (MO)",42615,"1996-05-18","","josh","1899","#joshfleming-MLB-PIT-28",NA,1741385747851,"True","mlb",NA,"[]",NA,NA,"Fleming",NA,"IL",NA,"A",NA,74,NA,"","joshfleming","Columbia (IL)","fb58e481-089f-44e5-abd4-f66646b3811a",NA,NA,NA,"PIT","967E61AB8AF9",NA,"Columbia","{'bat_hand': 'L', 'full_name': 'Josh Fleming', 'pro_debut': '2020-08-23', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'L', 'updated': '2024-06-14T23:30:20+00:00'}","Josh","",676596,NA,NA,"RP","fleming",28,"Josh Fleming",220,"",16624,1
NA,NA,NA,NA,"DOM","",34978,"","","adonis","1445","#adonismedina-MLB-NYM-68",NA,NA,"False","mlb",NA,"[]",NA,NA,"Medina",NA,"",NA,"MIN",NA,73,NA,"","adonismedina","","3d6325fc-8caf-4531-9350-61ddb86c8d4f",NA,NA,NA,"NYM","",NA,"Santo Domingo Centro","{'bat_hand': 'R', 'full_name': 'Adonis Medina', 'pro_debut': '2020-09-20', 'rookie_year': '2020', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2022-09-04T15:46:28+00:00'}","Adonis","",658431,NA,NA,"RP","medina",68,"Adonis Medina",187,"",NA,1
NA,4,NA,NA,"USA","Loyola Marymount",40080,"1993-12-05","","trevor","2400","#trevormegill-MLB-MIL-29",NA,1759098931547,"True","mlb",NA,"[]",NA,NA,"Megill",NA,"CA",NA,"A",NA,80,NA,"","trevormegill","Marina (CA)","39c7f4b3-4a7e-429f-bb09-4a22b5614c3d",NA,NA,NA,"MIL","025E8A75CF3E",NA,"Long Beach","{'bat_hand': 'L', 'channel_id': '1157161634200846336', 'full_name': 'Trevor Megill', 'pro_debut': '2021-04-26', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-28T16:30:18+00:00'}","Trevor","",656730,NA,NA,"RP","megill",29,"Trevor Megill",249,"",13466,1
NA,2,NA,NA,"USA","Menlo",36618,"1995-05-01","Pinched Nerve","lucas","2858","#lucaserceg-MLB-KC-60",NA,1758309922674,"True","mlb",NA,"[]",NA,NA,"Erceg",NA,"CA",NA,"A",NA,74,NA,"","lucaserceg","Westmont (CA)","30d522ec-b5f3-4836-8f53-4b7ad9b3086a",NA,NA,NA,"KC","59DA5D7B261B",NA,"San Jose","{'bat_hand': 'L', 'channel_id': '1157161432844894208', 'full_name': 'Lucas Erceg', 'pro_debut': '2023-05-19', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:16:14+00:00'}","Lucas","IL15",668674,NA,NA,"RP","erceg",60,"Lucas Erceg",214,"Shoulder",14282,1
NA,3,NA,NA,"USA","Gonzaga",40436,"1995-01-25","","wyatt","1317","#wyattmills-MLB-BOS-40",NA,1740619223065,"True","mlb",NA,"[]",NA,NA,"Mills",NA,"WA",NA,"A",NA,76,NA,"","wyattmills","Gonzaga Prep (WA)","61c9dad8-3c11-48e1-9356-b5de6b2580d4",NA,NA,NA,"BOS","EAEDB016A93D",NA,"Spokane","{'bat_hand': 'R', 'full_name': 'Wyatt Mills', 'pro_debut': '2021-05-01', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-11-04T17:08:49+00:00'}","Wyatt","",670090,NA,NA,"RP","mills",40,"Wyatt Mills",214,"",15003,1
NA,9,NA,NA,"USA","Florida State",33770,"1993-08-21","","luke","1206","#lukeweaver-MLB-NYY-30",NA,1755364252125,"True","mlb",NA,"[]",NA,NA,"Weaver",NA,"FL",NA,"A",NA,74,NA,"","lukeweaver","DeLand (FL)","60b7e25e-7765-4d8b-82a6-d33e7179dae5",NA,NA,NA,"NYY","C69B23A76B18",NA,"DeLand","{'bat_hand': 'R', 'channel_id': '1157161481595289600', 'full_name': 'Luke Weaver', 'pro_debut': '2016-08-13', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-20T18:47:01+00:00'}","Luke","",596133,NA,NA,"RP","weaver",30,"Luke Weaver",183,"",13395,1
NA,2,NA,NA,"USA","Louisville",43030,"1997-09-15","","tyler","2993","#tylerfitzgerald-MLB-SF-49",NA,1755981931732,"True","mlb",NA,"[]",NA,NA,"Fitzgerald",NA,"IL",NA,"A",NA,74,NA,"","tylerfitzgerald","Rochester (IL)","a66248ea-ab1a-48b3-85bf-05393098d963",NA,NA,NA,"SF","D9D0D7580D80",NA,"Springfield","{'bat_hand': 'R', 'channel_id': '1157161484778766336', 'full_name': 'Tyler Fitzgerald', 'pro_debut': '2023-09-21', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:32:41+00:00'}","Tyler","",666149,NA,NA,"2B","fitzgerald",49,"Tyler Fitzgerald",208,"",16186,1
NA,1,NA,NA,"USA","UC Irvine",5131856,"2001-09-09","","troy","3235","#troytaylor-MLB-SEA-59",NA,1747931109613,"True","mlb",NA,"[]",NA,NA,"Taylor",NA,"CA",NA,"MIN",NA,72,NA,"","troytaylor","Los Osos (CA)","bf8220bb-8281-426c-b51d-ba88c68bf8d3",NA,NA,NA,"SEA","F3C0F549AF1A2F80",NA,"Fontana","{'bat_hand': 'R', 'channel_id': '1157161255874625536', 'full_name': 'Troy Taylor', 'pro_debut': '2024-08-11', 'rookie_year': '2024', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-06-23T23:08:27+00:00'}","Troy","",700187,NA,NA,"RP","taylor",59,"Troy Taylor",205,"",19275,1
NA,6,NA,NA,"USA","Jackson State Community College",33284,"1992-09-06","","wes","3001","#wesparsons-MLB-CLE-47",NA,1720843233175,"False","mlb",NA,"[]",NA,NA,"Parsons",NA,"TN",NA,"MIN",NA,77,NA,"","wesparsons","Clarksville (TN)","315da2da-c102-4c68-8dad-c3d8bbcf52b2",NA,NA,NA,"CLE","14321C9299DB",NA,"Clarksville","{'bat_hand': 'R', 'full_name': 'Wes Parsons', 'pro_debut': '2018-08-09', 'rookie_year': '2018', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-06-18T19:24:58+00:00'}","Wes","",641149,NA,NA,"RP","parsons",47,"Wes Parsons",206,"",15583,1
NA,5,NA,NA,"USA","Akron",41460,"1993-11-17","","jt","1435","#jtbrubaker-MLB-SF-34",NA,1758780309406,"True","mlb",NA,"[]",NA,NA,"Brubaker",NA,"OH",NA,"A",NA,75,NA,"","jtbrubaker","Tecumseh (OH)","db85fd32-1720-4253-81de-37c9d798b8be",NA,NA,NA,"SF","4BEF111CEA8F",NA,"Springfield","{'bat_hand': 'R', 'channel_id': '1157161472611090432', 'full_name': 'JT Brubaker', 'pro_debut': '2020-07-26', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-01T16:25:25+00:00'}","JT","",664141,NA,NA,"RP","brubaker",34,"JT Brubaker",180,"",15795,1
NA,6,NA,NA,"DOM","",NA,"1999-01-02","","fernando","1964","#fernandotatis-MLB-SD-23",NA,1759062328739,"True","mlb",NA,"[]",NA,NA,"Tatis",NA,"",NA,"A",NA,75,NA,"","fernandotatis","","bd22364f-1ff4-4ddc-8315-0a4c95cff960",NA,NA,NA,"SD","811172138EDB",NA,"San Pedro De Macoris","{'bat_hand': 'R', 'channel_id': '1157161571235954688', 'full_name': 'Fernando Tatis Jr.', 'pro_debut': '2019-03-28', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-01-29T18:31:57+00:00'}","Fernando","",665487,NA,NA,"RF","tatis",23,"Fernando Tatis",217,"",14469,1
NA,0,NA,NA,"USA","LSU",4414361,"1999-07-15","Strain","cole","3013","#colehenry-MLB-WSH-99",NA,1757943313935,"True","mlb",NA,"[]",NA,NA,"Henry",NA,"AL",NA,"A",NA,76,NA,"","colehenry","Florence (AL)","505dc77e-ec21-479c-92b1-113cb87e66f5",NA,NA,NA,"WSH","FF61CC05CB0C",NA,"Florence","{'bat_hand': 'R', 'channel_id': '1157161593969082368', 'full_name': 'Cole Henry', 'pro_debut': '2025-04-13', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:13:58+00:00'}","Cole","IL15",669371,NA,NA,"RP","henry",99,"Cole Henry",200,"Back",16714,1
NA,NA,NA,NA,"USA","",35046,"","","beau","2658","#beauburrows-MLB-LAD",NA,NA,"True","mlb",NA,"[]",NA,NA,"Burrows",NA,"TX",NA,"A",NA,74,NA,"","beauburrows","Weatherford (TX)","72ae3705-4b71-4929-b72f-b351eeae9e9f",NA,NA,NA,"LAD","",NA,"Fort Worth","{'bat_hand': 'R', 'full_name': 'Beau Burrows', 'pro_debut': '2020-07-27', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-10-18T13:48:37+00:00'}","Beau","",663366,NA,NA,"RP","burrows",NA,"Beau Burrows",210,"",NA,1
NA,5,NA,NA,"USA","",34940,"1997-02-18","","ryan","1587","#ryanmountcastle-MLB-BAL-6",NA,1758896116859,"True","mlb",NA,"[]",NA,NA,"Mountcastle",NA,"FL",NA,"A",NA,75,NA,"","ryanmountcastle","Hagerty (FL)","9fc34f7c-7d68-4d82-9460-0b12f3e728b5",NA,NA,NA,"BAL","1D1BADCF5DA3",NA,"Winter Springs","{'bat_hand': 'R', 'channel_id': '1157161385361178624', 'full_name': 'Ryan Mountcastle', 'pro_debut': '2020-08-21', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-08T19:53:52+00:00'}","Ryan","",663624,NA,NA,"1B","mountcastle",6,"Ryan Mountcastle",220,"",13866,1
NA,NA,NA,NA,"USA","",33532,"","","austin","2628","#austindean-MLB-SF-1",NA,NA,"True","mlb",NA,"[]",NA,NA,"Dean",NA,"TX",NA,"A",NA,72,NA,"","austindean","Klein Collins (TX)","ac98fdc6-2107-47c6-ae5a-c580e39a5f0a",NA,NA,NA,"SF","",NA,"Spring","{'bat_hand': 'R', 'full_name': 'Austin Dean', 'pro_debut': '2018-08-15', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-10-20T02:11:43+00:00'}","Austin","",621573,NA,NA,"RF","dean",1,"Austin Dean",215,"",NA,1
NA,3,NA,NA,"USA","",42179,"2000-09-28","","riley","2471","#rileygreene-MLB-DET-31",NA,1759079730102,"True","mlb",NA,"[]",NA,NA,"Greene",NA,"FL",NA,"A",NA,74,NA,"","rileygreene","Hagerty (FL)","c2689320-b989-4bbc-9afb-28e06aa31077",NA,NA,NA,"DET","43948518F9FB",NA,"Orlando","{'bat_hand': 'L', 'channel_id': '1157161368059674624', 'full_name': 'Riley Greene', 'pro_debut': '2022-06-18', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-05-17T18:28:40+00:00'}","Riley","",682985,NA,NA,"LF","greene",31,"Riley Greene",200,"",16044,1
NA,12,NA,NA,"USA","UCLA",32081,"1990-09-08","Surgery","gerrit","1767","#gerritcole-MLB-NYY-45",NA,1757534450705,"True","mlb",NA,"[]",NA,NA,"Cole",NA,"CA",NA,"D60",NA,76,NA,"","gerritcole","Orange Lutheran (CA)","eebc991a-23ea-4f1c-ba3b-37ff21ee1603",NA,NA,NA,"NYY","7F7A9731DC99",NA,"Newport Beach","{'bat_hand': 'R', 'channel_id': '1157161473072463872', 'full_name': 'Gerrit Cole', 'pro_debut': '2013-06-11', 'rookie_year': '2013', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-03-25T13:56:33+00:00'}","Gerrit","IL60",543037,NA,NA,"SP","cole",45,"Gerrit Cole",220,"Elbow",10510,1
