age,years_exp,stats_id,birth_country,competitions,college,full_name,birth_date,practice_participation,depth_chart_position,rotoworld_id,pandascore_id,rotowire_id,active,fantasy_data_id,team,birth_state,weight,opta_id,search_rank,fantasy_positions,status,injury_body_part,sport,injury_notes,high_school,sportradar_id,team_changed_at,first_name,yahoo_id,gsis_id,kalshi_id,birth_city,swish_id,metadata,last_name,hashtag,search_first_name,depth_chart_order,injury_status,position,news_updated,player_id,practice_description,oddsjam_id,team_abbr,search_last_name,height,number,search_full_name,injury_start_date,espn_id
,,,,[],University of Denver,Kyle Mayhew,,,,,,,True,,COL,,161,,,,ACT,,nhl,,,21e9f463-eb33-479d-8214-34e346dc3cc3,,Kyle,,,,,,"{'birth_date': '1997-12-25', 'birth_place': 'Anaheim Hills, CA, USA', 'college': 'University of Denver', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Mayhew,#kylemayhew-NHL-COL-48,kyle,,,D,,2739,,,,mayhew,68,48.0,kylemayhew,,
,,,,[],,Zach Metsa,,,,,,,True,,BUF,,192,,,,ACT,,nhl,,,bb2d6b7a-06b0-429d-a093-af8245b6b39e,,Zach,,,,,9015670.0,"{'birth_date': '1998-10-19', 'birth_place': 'Delafield, WI, USA', 'channel_id': '1273880289910738944', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Metsa,#zachmetsa-NHL-BUF-73,zach,,,D,,2682,,,,metsa,69,73.0,zachmetsa,,
,,,,[],,Quinn Beauchesne,,,,,,,True,,PIT,,184,,,,ACT,,nhl,,,7e0a207a-1dea-4fd9-ba41-091245b72d40,,Quinn,,,,,,"{'birth_date': '2007-03-01', 'birth_place': 'Ottawa, ON, CAN', 'channel_id': '1244828850966253568', 'college': '', 'draft_pick': '148', 'draft_round': '5', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",Beauchesne,#quinnbeauchesne-NHL-PIT-77,quinn,,,D,,3925,,,,beauchesne,72,77.0,quinnbeauchesne,,
,9.0,,,[],Omaha,Anthony Stolarz,,,,,,,True,,TOR,,243,,,,ACT,,nhl,,,c7049cf3-86d8-4bd0-9323-1a5d027da2ab,,Anthony,,,,,8476932.0,"{'birth_date': '1994-01-20', 'birth_place': 'Edison, NJ, USA', 'channel_id': '1157131187626463232', 'college': 'Omaha', 'draft_pick': '45', 'draft_round': '2', 'draft_year': '2012', 'high_school': '', 'rookie_year': '2016'}",Stolarz,#anthonystolarz-NHL-TOR-41,anthony,,,G,,1889,,,,stolarz,78,41.0,anthonystolarz,,
,,,,[],,Albert Wikman,,,,,,,True,,FLA,,191,,,,NWT,,nhl,,,a15506f5-3693-40f9-b153-7488744f5df3,,Albert,,,,,,"{'birth_date': '2005-03-10', 'birth_place': 'Arvika,, SWE', 'college': '', 'draft_pick': '127', 'draft_round': '4', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Wikman,#albertwikman-NHL-FLA,albert,,,D,,2146,,,,wikman,73,,albertwikman,,
,,,,[],,Theodor Hallquisth,,,,,,,True,,MIN,,172,,,,UDP,,nhl,,,dbc630cd-c234-4f1a-af6f-0fef93b67f22,,Theodor,,,,,,"{'birth_date': '2007-06-14', 'birth_place': 'Taby,, SWE', 'channel_id': '1244768419832680448', 'college': '', 'draft_pick': '52', 'draft_round': '2', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",Hallquisth,#theodorhallquisth-NHL-MIN,theodor,,,D,,3787,,,,hallquisth,74,,theodorhallquisth,,
,,,,[],,Sam McCue,,,,,,,True,,TOR,,187,,,,ACT,,nhl,,,65ae9fc7-0dc2-496e-89c3-487ac6d806c9,,Sam,,,,,9025080.0,"{'birth_date': '2005-10-03', 'birth_place': 'Sudbury, ON, CAN', 'channel_id': '1274544753576284161', 'college': '', 'draft_pick': '216', 'draft_round': '7', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",McCue,#sammccue-NHL-TOR-49,sam,,,LW,,3413,,,,mccue,74,49.0,sammccue,,
,11.0,,,[],,Kevin Fiala,,,,,,,True,,LA,,205,,,,ACT,,nhl,,,c86ff633-7f27-420c-84a7-be1e08ede9a6,,Kevin,,,,,8477942.0,"{'birth_date': '1996-07-22', 'birth_place': 'St. Gallen,, CHE', 'channel_id': '1157130932356927488', 'college': '', 'draft_pick': '11', 'draft_round': '1', 'draft_year': '2014', 'high_school': '', 'rookie_year': '2014'}",Fiala,#kevinfiala-NHL-LA-22,kevin,,,LW,,1091,,,,fiala,72,22.0,kevinfiala,,
,,,,[],Minnesota,Luke Mittelstadt,,,,,,,True,,MTL,,178,,,,NWT,,nhl,,,22983695-9bc9-4632-baf0-abeb7e2b7783,,Luke,,,,,,"{'birth_date': '2003-01-22', 'birth_place': 'Eden Prairie, MN, USA', 'college': 'Minnesota', 'draft_pick': '197', 'draft_round': '7', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Mittelstadt,#lukemittelstadt-NHL-MTL,luke,,,D,,2114,,,,mittelstadt,71,,lukemittelstadt,,
,,,,[],,Ludvig Johnson,,,,,,,True,,UTA,,181,,,,UDP,,nhl,,,97823f23-3fee-4f47-a727-f3ba98a7af14,,Ludvig,,,,,,"{'birth_date': '2006-07-27', 'birth_place': '', 'channel_id': '1244828871296045056', 'college': '', 'draft_pick': '174', 'draft_round': '6', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",Johnson,#ludvigjohnson-NHL-UTA,ludvig,,,D,,3949,,,,johnson,72,,ludvigjohnson,,
,,,,[],,David Lewandowski,,,,,,,True,,EDM,,177,,,,ACT,,nhl,,,2c5b294b-a947-4556-86ee-42a14b79a511,,David,,,,,,"{'birth_date': '2007-02-20', 'birth_place': 'Dusseldorf,, DEU', 'channel_id': '1244768415525130240', 'college': '', 'draft_pick': '117', 'draft_round': '4', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",Lewandowski,#davidlewandowski-NHL-EDM-38,david,,,LW,,3782,,,,lewandowski,73,38.0,davidlewandowski,,
,,,,[],,Noel Nordh,,,,,,,True,,UTA,,196,,,,ACT,,nhl,,,346f818b-054a-4f9d-bd32-bfbbe9f9b07c,,Noel,,,,,9015459.0,"{'birth_date': '2005-01-25', 'birth_place': 'Soderhamn,, SWE', 'channel_id': '1274544803190706176', 'college': '', 'draft_pick': '72', 'draft_round': '3', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Nordh,#noelnordh-NHL-UTA-45,noel,,,LW,,1979,,,,nordh,74,45.0,noelnordh,,
,4.0,,,[],,Connor Ingram,,,,,,,True,,UTA,,218,,,,ACT,,nhl,,,439d6194-0240-47f0-aead-9a74bf971824,,Connor,,,,,9000696.0,"{'birth_date': '1997-03-31', 'birth_place': 'Saskatoon, SK, CAN', 'channel_id': '1157131355973242880', 'college': '', 'draft_pick': '88', 'draft_round': '3', 'draft_year': '2016', 'high_school': '', 'rookie_year': '2021'}",Ingram,#connoringram-NHL-UTA-39,connor,,,G,,1104,,,,ingram,73,39.0,connoringram,,
,3.0,,,[],,Kaiden Guhle,,,,,,,True,,MTL,,202,,,,ACT,,nhl,,,1fcfd2a8-8b12-4ad9-abc9-30658a40fc78,,Kaiden,,,,,9013531.0,"{'birth_date': '2002-01-18', 'birth_place': 'Edmonton, AB, CAN', 'channel_id': '1157131160707420160', 'college': '', 'draft_pick': '16', 'draft_round': '1', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2022'}",Guhle,#kaidenguhle-NHL-MTL-21,kaiden,,,D,,1529,,,,guhle,75,21.0,kaidenguhle,,
,2.0,,,[],,Gage Goncalves,,,,,,,True,,TB,,184,,,,ACT,,nhl,,,fe243956-bfd0-46c5-8013-021e70c2e20c,,Gage,,,,,9013606.0,"{'birth_date': '2001-01-16', 'birth_place': 'Mission, BC, CAN', 'channel_id': '1159562012611575808', 'college': '', 'draft_pick': '62', 'draft_round': '2', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2023'}",Goncalves,#gagegoncalves-NHL-TB-93,gage,,,C,,2497,,,,goncalves,73,93.0,gagegoncalves,,
,,,,[],,Tristen Robins,,,,,,,True,,SJ,,176,,,,ACT,,nhl,,,6885af04-36ab-48af-a467-849ab21b5212,,Tristen,,,,,9013597.0,"{'birth_date': '2001-11-15', 'birth_place': 'London,, GBR', 'college': '', 'draft_pick': '56', 'draft_round': '2', 'draft_year': '2020', 'high_school': '', 'rookie_year': ''}",Robins,#tristenrobins-NHL-SJ-52,tristen,,,C,,2372,,,,robins,70,52.0,tristenrobins,,
,1.0,,,[],Western Michigan,Max Sasson,,,,,,,True,,VAN,,181,,,,ACT,,nhl,,,25768f3c-ac1b-4af4-a48f-b15886b3cb9c,,Max,,,,,9015596.0,"{'birth_date': '2000-09-05', 'birth_place': 'Birmingham, MI, USA', 'channel_id': '1165420570179805184', 'college': 'Western Michigan', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2024'}",Sasson,#maxsasson-NHL-VAN-63,max,,,C,,2278,,,,sasson,73,63.0,maxsasson,,
,13.0,,,[],,Adam Cracknell,,,,,,,True,,VGK,,209,,,,ACT,,nhl,,,42d25329-0f24-11e2-8525-18a905767e44,,Adam,,,,,,"{'birth_date': '1985-07-15', 'birth_place': 'Prince Albert, SK, CAN', 'college': '', 'draft_pick': '279', 'draft_round': '9', 'draft_year': '2004', 'high_school': '', 'rookie_year': '2010'}",Cracknell,#adamcracknell-NHL-VGK-24,adam,,,RW,,2711,,,,cracknell,75,24.0,adamcracknell,,
,9.0,,,[],,Anthony Beauvillier,,,,,,,True,,WSH,,180,,,,ACT,,nhl,,,38fc556f-e5eb-4b44-847b-1827e107f2e6,,Anthony,,,,,9000213.0,"{'birth_date': '1997-06-08', 'birth_place': 'Sorel-Tracy, QC, CAN', 'channel_id': '1157131250360668160', 'college': '', 'draft_pick': '28', 'draft_round': '1', 'draft_year': '2015', 'high_school': '', 'rookie_year': '2016'}",Beauvillier,#anthonybeauvillier-NHL-WSH-72,anthony,,,LW,,1202,,,,beauvillier,71,72.0,anthonybeauvillier,,
,,,,[],,Hunter Jones,,,,,,,True,,MTL,,180,,,,M-LEAGUE,,nhl,,,daa72572-539d-4bbe-9f3b-aad65d2ee08f,,Hunter,,,,,9013917.0,"{'birth_date': '2000-09-21', 'birth_place': 'Brantford, ON, CAN', 'channel_id': '1274121859117387776', 'college': '', 'draft_pick': '59', 'draft_round': '2', 'draft_year': '2019', 'high_school': '', 'rookie_year': ''}",Jones,#hunterjones-NHL-MTL-98,hunter,,,G,,1316,,,,jones,76,98.0,hunterjones,,
,3.0,,,[],,Aleksi Heponiemi,,,,,,,True,,FLA,,155,,,,ACT,,nhl,,,61fef755-197a-47d8-b3bc-964d36cc2cba,,Aleksi,,,,,9012389.0,"{'birth_date': '1999-01-09', 'birth_place': 'Tampere,, FIN', 'college': '', 'draft_pick': '40', 'draft_round': '2', 'draft_year': '2017', 'high_school': '', 'rookie_year': '2020'}",Heponiemi,#aleksiheponiemi-NHL-FLA-20,aleksi,,,C,,1846,,,,heponiemi,70,20.0,aleksiheponiemi,,
,,,,[],,Caden Taylor,,,,,,,True,,PIT,,208,,,,ACT,,nhl,,,8507c1c0-c5ba-4313-9e17-d238c18b3970,,Caden,,,,,,"{'birth_date': '2007-03-31', 'birth_place': 'Barrie, ON, CAN', 'channel_id': '1276356726097973248', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Taylor,#cadentaylor-NHL-PIT,caden,,,RW,,4157,,,,taylor,74,,cadentaylor,,
,,,,[],,Alexander Plesovskikh,,,,,,,True,,TOR,,174,,,,UDP,,nhl,,,b45ffb69-9529-4951-8847-fbb0e6870be1,,Alexander,,,,,,"{'birth_date': '2006-08-01', 'birth_place': 'Tyumen,, RUS', 'college': '', 'draft_pick': '152', 'draft_round': '5', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",Plesovskikh,#alexanderplesovskikh-NHL-TOR,alexander,,,LW,,3324,,,,plesovskikh,74,,alexanderplesovskikh,,
,,,,[],,Carson Golder,,,,,,,True,,WPG,,196,,,,ACT,,nhl,,,474d8dce-fdcb-4e66-af55-3f6c6aec590f,,Carson,,,,,9025097.0,"{'birth_date': '2002-10-29', 'birth_place': 'Smithers, BC, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Golder,#carsongolder-NHL-WPG,carson,,,LW,,3452,,,,golder,72,,carsongolder,,
,,,,[],Denver,Massimo Rizzo,,,,,,,True,,PHI,,175,,,,ACT,,nhl,,,dfe1ebff-d907-4557-b17a-fa279e9863ec,,Massimo,,,,,9015349.0,"{'birth_date': '2001-06-13', 'birth_place': 'Burnaby, BC, CAN', 'channel_id': '1274605241282600960', 'college': 'Denver', 'draft_pick': '216', 'draft_round': '7', 'draft_year': '2019', 'high_school': '', 'rookie_year': ''}",Rizzo,#massimorizzo-NHL-PHI-63,massimo,,,C,,2255,,,,rizzo,70,63.0,massimorizzo,,
,10.0,,,[],St. Cloud State,Nic Dowd,,,,,,,True,,WSH,,190,,,,ACT,,nhl,,,8202f31e-9692-4a28-a265-399674bc5820,,Nic,,,,,8475343.0,"{'birth_date': '1990-05-27', 'birth_place': 'Huntsville, AL, USA', 'channel_id': '1157131288184901632', 'college': 'St. Cloud State', 'draft_pick': '198', 'draft_round': '7', 'draft_year': '2009', 'high_school': '', 'rookie_year': '2015'}",Dowd,#nicdowd-NHL-WSH-26,nic,,,C,,1756,,,,dowd,74,26.0,nicdowd,,
,,,,[],,Trey Augustine,,,,,,,True,,DET,,183,,,,NWT,,nhl,,,2849758b-0eff-40a1-8b1f-eb1ce94e5e2c,,Trey,,,,,,"{'birth_date': '2005-02-23', 'birth_place': 'St. Louis, MO, USA', 'college': '', 'draft_pick': '41', 'draft_round': '2', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Augustine,#treyaugustine-NHL-DET,trey,,,G,,2003,,,,augustine,73,,treyaugustine,,
,2.0,,,[],,Dmitri Samorukov,,,,,,,True,,PIT,,188,,,,ACT,,nhl,,,d492eb1e-25f2-4ece-bad4-f7c5452a5d01,,Dmitri,,,,,9012444.0,"{'birth_date': '1999-06-16', 'birth_place': 'Volgograd,, RUS', 'college': '', 'draft_pick': '84', 'draft_round': '3', 'draft_year': '2017', 'high_school': '', 'rookie_year': '2021'}",Samorukov,#dmitrisamorukov-NHL-PIT-53,dmitri,,,D,,2594,,,,samorukov,75,53.0,dmitrisamorukov,,
,16.0,,,[],,Cal O'Reilly,,,,,,,True,,NSH,,187,,,,ACT,,nhl,,,52eeaf38-ad1f-487c-8854-04ad083354e9,,Cal,,,,,8471811.0,"{'birth_date': '1986-09-30', 'birth_place': 'Toronto, ON, CAN', 'college': '', 'draft_pick': '150', 'draft_round': '5', 'draft_year': '2005', 'high_school': '', 'rookie_year': '2008'}",O'Reilly,#caloreilly-NHL-NSH-16,cal,,,C,,2283,,,,oreilly,72,16.0,caloreilly,,
,15.0,,,[],,Sergei Bobrovsky,,,,,,,True,,FLA,,180,,,,ACT,,nhl,,,433d0416-0f24-11e2-8525-18a905767e44,,Sergei,,,,,8475683.0,"{'birth_date': '1988-09-20', 'birth_place': 'Novokuznetsk,, RUS', 'channel_id': '1157131324746649600', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2010'}",Bobrovsky,#sergeibobrovsky-NHL-FLA-72,sergei,,,G,,1837,,,,bobrovsky,74,72.0,sergeibobrovsky,,
,,,,[],,Max Plante,,,,,,,True,,DET,,170,,,,UDP,,nhl,,,2f39f7ab-1958-4903-b9d3-3cb723fe2066,,Max,,,,,,"{'birth_date': '2006-02-20', 'birth_place': 'Hermantown, MN, USA', 'college': '', 'draft_pick': '47', 'draft_round': '2', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",Plante,#maxplante-NHL-DET,max,,,LW,,3303,,,,plante,71,,maxplante,,
,10.0,,,[],,Connor McDavid,,,,,,,True,,EDM,,194,,,,ACT,,nhl,,,8949dceb-26ac-4cb1-b08d-2d5903d75611,,Connor,,,,,8478402.0,"{'birth_date': '1997-01-13', 'birth_place': 'Richmond Hill, ON, CAN', 'channel_id': '1157131019061579776', 'college': '', 'draft_pick': '1', 'draft_round': '1', 'draft_year': '2015', 'high_school': '', 'rookie_year': '2015'}",McDavid,#connormcdavid-NHL-EDM-97,connor,,,C,,1270,,,,mcdavid,73,97.0,connormcdavid,,
,,,,[],,Jacob Perreault,,,,,,,True,,MTL,,193,,,,IR,,nhl,,,9ae804ad-757a-450f-a93d-7b82500af1d9,,Jacob,,,,,9013549.0,"{'birth_date': '2002-04-15', 'birth_place': 'Montreal, QC, CAN', 'college': '', 'draft_pick': '27', 'draft_round': '1', 'draft_year': '2020', 'high_school': '', 'rookie_year': ''}",Perreault,#jacobperreault-NHL-MTL-44,jacob,,,RW,,2698,,,,perreault,72,44.0,jacobperreault,,
,8.0,,,[],,David Kampf,,,,,,,True,,TOR,,193,,,,ACT,,nhl,,,11db2df4-71c0-43f7-ae46-385ccd689ea3,,David,,,,,9012195.0,"{'birth_date': '1995-01-12', 'birth_place': 'Chomutov,, CZE', 'channel_id': '1157131175353929728', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2017'}",Kampf,#davidkampf-NHL-TOR-64,david,,,C,,1560,,,,kampf,74,64.0,davidkampf,,
,,,,[],,Kieren Dervin,,,,,,,True,,VAN,,183,,,,ACT,,nhl,,,fc252c92-5154-4a08-a3fa-2048d64219bd,,Kieren,,,,,,"{'birth_date': '2007-03-31', 'birth_place': 'Gloucester, ON, CAN', 'channel_id': '1244768412920467456', 'college': '', 'draft_pick': '65', 'draft_round': '3', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",Dervin,#kierendervin-NHL-VAN-95,kieren,,,C,,3779,,,,dervin,73,95.0,kierendervin,,
,,,,[],,Eduard Sale,,,,,,,True,,SEA,,174,,,,ACT,,nhl,,,c534d04d-0c04-4a87-8d53-d76d9dcfab4b,,Eduard,,,,,9015402.0,"{'birth_date': '2005-03-10', 'birth_place': 'Brno,, CZE', 'channel_id': '1274605062932406272', 'college': '', 'draft_pick': '20', 'draft_round': '1', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Sale,#eduardsale-NHL-SEA-82,eduard,,,LW,,1939,,,,sale,74,82.0,eduardsale,,
,3.0,,,[],,Juuso Parssinen,,,,,,,True,,NYR,,212,,,,ACT,,nhl,,,fe31e395-d2d7-4cfa-8ea7-e63bfefc052f,,Juuso,,,,,9014506.0,"{'birth_date': '2001-02-01', 'birth_place': 'Hameenlinna,, FIN', 'channel_id': '1157131066901811200', 'college': '', 'draft_pick': '210', 'draft_round': '7', 'draft_year': '2019', 'high_school': '', 'rookie_year': '2022'}",Parssinen,#juusoparssinen-NHL-NYR-71,juuso,,,C,,1364,,,,parssinen,75,71.0,juusoparssinen,,
,,,,[],,Ben Hemmerling,,,,,,,True,,VGK,,159,,,,M-LEAGUE,,nhl,,,5f4ec1f6-e093-49f6-98e9-9299a1f65f94,,Ben,,,,,9015129.0,"{'birth_date': '2004-04-21', 'birth_place': 'Edmonton, AB, CAN', 'channel_id': '1274605081886466048', 'college': '', 'draft_pick': '177', 'draft_round': '6', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}",Hemmerling,#benhemmerling-NHL-VGK-63,ben,,,C,,2713,,,,hemmerling,70,63.0,benhemmerling,,
,4.0,,,[],,Nils Lundkvist,,,,,,,True,,DAL,,191,,,,ACT,,nhl,,,db029f9d-5dcc-4af6-9240-656bd1559e07,,Nils,,,,,9014537.0,"{'birth_date': '2000-07-27', 'birth_place': 'Pitea,, SWE', 'channel_id': '1157130960714616832', 'college': '', 'draft_pick': '28', 'draft_round': '1', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2021'}",Lundkvist,#nilslundkvist-NHL-DAL-5,nils,,,D,,1166,,,,lundkvist,73,5.0,nilslundkvist,,
,,,,[],,Ty Young,,,,,,,True,,VAN,,181,,,,ACT,,nhl,,,1e970ea0-f519-49c9-a965-62132ba35683,,Ty,,,,,9015729.0,"{'birth_date': '2004-09-11', 'birth_place': 'Calgary, AB, CAN', 'channel_id': '1274242660667764736', 'college': '', 'draft_pick': '144', 'draft_round': '5', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}",Young,#tyyoung-NHL-VAN-85,ty,,,G,,2767,,,,young,75,85.0,tyyoung,,
,,,,[],,Jordan Papirny,,,,,,,True,,VGK,,169,,,,ACT,,nhl,,,612fe18b-0278-4f26-a5dc-247a01cd7afd,,Jordan,,,,,,"{'birth_date': '1996-04-10', 'birth_place': 'Edmonton, AB, CAN', 'channel_id': '1274605083199283200', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Papirny,#jordanpapirny-NHL-VGK-34,jordan,,,G,,2715,,,,papirny,73,34.0,jordanpapirny,,
,,,,[],UMass,Colin Felix,,,,,,,True,,BOS,,196,,,,M-LEAGUE,,nhl,,,c3c6d307-7acd-4211-963d-006775f7099d,,Colin,,,,,,"{'birth_date': '1999-01-07', 'birth_place': 'Ocean City, NJ, USA', 'channel_id': '1274544734232154112', 'college': 'UMass', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Felix,#colinfelix-NHL-BOS-47,colin,,,D,,2814,,,,felix,73,47.0,colinfelix,,
,,,,[],,Dylan Wendt,,,,,,,True,,NJ,,195,,,,ACT,,nhl,,,6ce91577-a181-492e-8ea9-a4dae7b0baa7,,Dylan,,,,,9024853.0,"{'birth_date': '2001-01-09', 'birth_place': 'Grand Haven, MI, USA', 'channel_id': '1274423875861512192', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Wendt,#dylanwendt-NHL-NJ-59,dylan,,,RW,,3644,,,,wendt,73,59.0,dylanwendt,,
,,,,[],,Daemon Hunt,,,,,,,True,,CBJ,,201,,,,ACT,,nhl,,,92cd9ce4-e714-4058-a90a-12a8d01f1c6a,,Daemon,,,,,9013619.0,"{'birth_date': '2002-05-15', 'birth_place': 'Brandon, MB, CAN', 'channel_id': '1162219514528546816', 'college': '', 'draft_pick': '65', 'draft_round': '3', 'draft_year': '2020', 'high_school': '', 'rookie_year': ''}",Hunt,#daemonhunt-NHL-CBJ-14,daemon,,,D,,1305,,,,hunt,73,14.0,daemonhunt,,
,,,,[],,Brent Moran,,,,,,,True,,NYI,,190,,,,ACT,,nhl,,,23c7ea59-813b-43e9-bdaa-ceae889c39a3,,Brent,,,,,9015708.0,"{'birth_date': '1996-07-05', 'birth_place': 'Orleans, ON, CAN', 'college': '', 'draft_pick': '115', 'draft_round': '4', 'draft_year': '2014', 'high_school': '', 'rookie_year': ''}",Moran,#brentmoran-NHL-NYI-60,brent,,,G,,2878,,,,moran,76,60.0,brentmoran,,
,,,,[],,Jayden Grubbe,,,,,,,True,,EDM,,201,,,,ACT,,nhl,,,dfe3fa16-3ee1-4cce-a257-5c777ad74d5e,,Jayden,,,,,9014144.0,"{'birth_date': '2003-01-12', 'birth_place': 'Calgary, AB, CAN', 'channel_id': '1274665437736468480', 'college': '', 'draft_pick': '65', 'draft_round': '3', 'draft_year': '2021', 'high_school': '', 'rookie_year': ''}",Grubbe,#jaydengrubbe-NHL-EDM-47,jayden,,,C,,1908,,,,grubbe,75,47.0,jaydengrubbe,,
,,,,[],,Ryan Hofer,,,,,,,True,,WSH,,184,,,,ACT,,nhl,,,bbc45eef-025d-4127-bed0-1832179e3aa3,,Ryan,,,,,9015002.0,"{'birth_date': '2002-05-10', 'birth_place': 'Headingley, MB, CAN', 'channel_id': '1273880335741898752', 'college': '', 'draft_pick': '181', 'draft_round': '6', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}",Hofer,#ryanhofer-NHL-WSH-84,ryan,,,C,,2620,,,,hofer,75,84.0,ryanhofer,,
,,,,[],,Dino Kambeitz,,,,,,,True,,VAN,,213,,,,ACT,,nhl,,,12dd3942-6ac8-46a4-9cac-dff7a38112e5,,Dino,,,,,9014440.0,"{'birth_date': '2000-01-25', 'birth_place': 'Parker, CO, USA', 'channel_id': '1274242658042130432', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Kambeitz,#dinokambeitz-NHL-VAN-98,dino,,,RW,,2832,,,,kambeitz,73,98.0,dinokambeitz,,
,5.0,,,[],Northeastern,Jeremy Davies,,,,,,,True,,VGK,,180,,,,M-LEAGUE,,nhl,,,8143c860-1b05-4922-9371-aa2fb6d5f110,,Jeremy,,,,,9000971.0,"{'birth_date': '1996-12-04', 'birth_place': 'Sainte-Anne-de-Bellevue, QC, CAN', 'channel_id': '1274605088760930304', 'college': 'Northeastern', 'draft_pick': '192', 'draft_round': '7', 'draft_year': '2016', 'high_school': '', 'rookie_year': '2020'}",Davies,#jeremydavies-NHL-VGK-84,jeremy,,,D,,1932,,,,davies,71,84.0,jeremydavies,,
,,,,[],,Nate Misskey,,,,,,,True,,SJ,,205,,,,ACT,,nhl,,,c7ac7ab8-e01e-4dee-9632-0b77fde4098c,,Nate,,,,,9025017.0,"{'birth_date': '2005-01-12', 'birth_place': 'Melfort, SK, CAN', 'college': '', 'draft_pick': '143', 'draft_round': '5', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",Misskey,#natemisskey-NHL-SJ-89,nate,,,D,,3263,,,,misskey,75,89.0,natemisskey,,
,,,,[],Minnesota-Duluth,Nick Wolff,,,,,,,True,,ANA,,229,,,,ACT,,nhl,,,c6f5bf99-18b4-491d-abe0-980d0f323657,,Nick,,,,,,"{'birth_date': '1996-07-21', 'birth_place': 'Eagan, MN, USA', 'college': 'Minnesota-Duluth', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Wolff,#nickwolff-NHL-ANA-88,nick,,,D,,2702,,,,wolff,77,88.0,nickwolff,,
,,,,[],Cornell,Ben Berard,,,,,,,True,,DAL,,192,,,,ACT,,nhl,,,85509616-bc25-4c7a-af46-1e4f320129b6,,Ben,,,,,,"{'birth_date': '1999-02-13', 'birth_place': 'Duncan, BC, CAN', 'college': 'Cornell', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Berard,#benberard-NHL-DAL-60,ben,,,LW,,3105,,,,berard,72,60.0,benberard,,
,,,,[],,Mitchell Young,,,,,,,True,,COL,,191,,,,ACT,,nhl,,,029a6c71-c5b2-49e7-b3b6-c179bd66aa2e,,Mitchell,,,,,9025248.0,"{'birth_date': '2005-04-09', 'birth_place': '', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Young,#mitchellyoung-NHL-COL,mitchell,,,D,,3658,,,,young,73,,mitchellyoung,,
,,,,[],Harvard,Henry Bowlby,,,,,,,True,,COL,,194,,,,ACT,,nhl,,,9354e37a-de20-48d1-af30-63639f57a360,,Henry,,,,,,"{'birth_date': '1997-02-26', 'birth_place': 'Edina, MN, USA', 'college': 'Harvard', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Bowlby,#henrybowlby-NHL-COL-91,henry,,,C,,2748,,,,bowlby,73,91.0,henrybowlby,,
