age,years_exp,search_rank,pandascore_id,birth_country,college,espn_id,birth_date,injury_notes,search_first_name,player_id,hashtag,stats_id,news_updated,active,sport,fantasy_data_id,competitions,practice_description,yahoo_id,last_name,opta_id,birth_state,gsis_id,status,depth_chart_order,height,injury_start_date,fantasy_positions,search_full_name,high_school,sportradar_id,kalshi_id,practice_participation,team_abbr,team,oddsjam_id,rotoworld_id,birth_city,metadata,first_name,injury_status,swish_id,depth_chart_position,team_changed_at,position,search_last_name,number,full_name,weight,injury_body_part,rotowire_id
,11.0,,,USA,Duke,,1991-05-01,,marcus,1536,#marcusstroman-MLB-NYY-0,,1754070936252.0,True,mlb,,[],,,Stroman,,NY,,A,,67,,,marcusstroman,Patchogue-Medford (NY),cc86d4d3-1618-415e-b7fc-a303f3b8dd6f,,,,NYY,33A6BAF1CCBC,,Medford,"{'bat_hand': 'R', 'channel_id': '1157161480278278144', 'full_name': 'Marcus Stroman', 'pro_debut': '2014-05-04', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-29T15:14:17+00:00'}",Marcus,,573186.0,,,SP,stroman,0.0,Marcus Stroman,180,,12456.0
,7.0,,,USA,UC Santa Barbara,,1995-05-31,,shane,1644,#shanebieber-MLB-TOR-57,,1758939620103.0,True,mlb,,[],,,Bieber,,CA,,A,,75,,,shanebieber,Laguna Hills (CA),5a6d40fb-f37a-415d-bae6-83fd66bb3322,,,,TOR,789E7ACA4357,,Orange,"{'bat_hand': 'R', 'channel_id': '1157161411915317248', 'full_name': 'Shane Bieber', 'pro_debut': '2018-05-31', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-22T19:27:03+00:00'}",Shane,,669456.0,,,SP,bieber,57.0,Shane Bieber,200,,14383.0
,12.0,,,USA,,,1992-08-13,,taijuan,2243,#taijuanwalker-MLB-PHI-99,,1758881415676.0,True,mlb,,[],,,Walker,,LA,,A,,76,,,taijuanwalker,Yucaipa (CA),515af486-d938-4cb6-90e4-943323a5737c,,,,PHI,C095A255A39C,,Shreveport,"{'bat_hand': 'R', 'channel_id': '1157161178997227520', 'full_name': 'Taijuan Walker', 'pro_debut': '2013-08-30', 'rookie_year': '2013', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-01-29T21:43:36+00:00'}",Taijuan,,592836.0,,,RP,walker,99.0,Taijuan Walker,235,,11537.0
,9.0,,,USA,Cal Poly San Luis Obispo,,1990-12-23,,mitch,1300,#mitchhaniger-MLB-SEA-17,,1742751033766.0,True,mlb,,[],,,Haniger,,CA,,A,,74,,,mitchhaniger,Archbishop Mitty (CA),ce3ef51a-54c0-4e29-80bc-7a3048036c9a,,,,SEA,BA439F8BD242,,Mountain View,"{'bat_hand': 'R', 'channel_id': '1157161244541616128', 'full_name': 'Mitch Haniger', 'pro_debut': '2016-08-16', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-01-29T04:27:31+00:00'}",Mitch,,571745.0,,,RF,haniger,17.0,Mitch Haniger,214,,12491.0
,,,,DOM,,,,,angel,1362,#angelrondon-MLB-SF,,,False,mlb,,[],,,Rondón,,,,MIN,,73,,,angelrondon,,9498ebd5-3be0-4244-b6f1-d21ac060ade8,,,,SF,,,Higuey,"{'bat_hand': 'R', 'full_name': 'Angel Rondón', 'pro_debut': '2021-06-06', 'rookie_year': '2021', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2022-07-13T20:42:30+00:00'}",Angel,,667373.0,,,RP,rondon,,Angel Rondón,205,,
,1.0,,,USA,,,2000-09-05,,rece,3051,#recehinds-MLB-CIN-57,,1753987830494.0,True,mlb,,[],,,Hinds,,FL,,A,,75,,,recehinds,Niceville (FL),a0552dd7-a85e-4468-a61b-ea6b77ad2b97,,,,CIN,7F9376EE0DCB,,Niceville,"{'bat_hand': 'R', 'channel_id': '1157161549182304256', 'full_name': 'Rece Hinds', 'pro_debut': '2024-07-08', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-02T05:52:46+00:00'}",Rece,,677956.0,,,RF,hinds,57.0,Rece Hinds,215,,16072.0
,5.0,,,USA,Stanford,,1997-08-19,Strain,kris,1683,#krisbubic-MLB-KC-50,,1754075136579.0,True,mlb,,[],,,Bubic,,CA,,D60,,75,,,krisbubic,Archbishop Mitty (CA),96604b45-657d-4b2d-987d-794d842219b6,,,,KC,48DF92C9FDE5,,Cupertino,"{'bat_hand': 'L', 'channel_id': '1157161431938924544', 'full_name': 'Kris Bubic', 'pro_debut': '2020-07-31', 'rookie_year': '2020', 'status': 'D60', 'throw_hand': 'L', 'updated': '2025-08-01T05:27:37+00:00'}",Kris,IL60,663460.0,,,SP,bubic,50.0,Kris Bubic,225,Shoulder,15433.0
,0.0,,,USA,Lynn,,1999-02-11,,jayvien,3476,#jayviensandridge-MLB-NYY-88,,1751828120402.0,True,mlb,,[],,,Sandridge,,MD,,MIN,,77,,,jayviensandridge,Mercersburg (MD),84a60be4-3f69-47c5-aa2e-2fa266d0a70c,,,,NYY,,,Hagerstown,"{'bat_hand': 'L', 'channel_id': '1241431455708495872', 'full_name': 'Jayvien Sandridge', 'pro_debut': '2025-07-05', 'rookie_year': '2025', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-07-29T19:57:07+00:00'}",Jayvien,,,,,RP,sandridge,88.0,Jayvien Sandridge,220,,19852.0
,0.0,,,USA,Liberty,,2001-08-13,,mason,3400,#masonfluharty-MLB-TOR-68,,1758404727499.0,True,mlb,,[],,,Fluharty,,DE,,A,,74,,,masonfluharty,Cape Henlopen (DE),04c6998c-a48a-4683-8d75-f985ad89b491,,,,TOR,B04EC3E09089E9D8,,Lewes,"{'bat_hand': 'R', 'channel_id': '1212093236865159168', 'full_name': 'Mason Fluharty', 'pro_debut': '2025-04-01', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-09-20T21:40:17+00:00'}",Mason,,,,,RP,fluharty,68.0,Mason Fluharty,215,,18146.0
,3.0,,,USA,Siena,,1993-02-11,,matt,2442,#mattgage-MLB-SF-93,,1758038437645.0,True,mlb,,[],,,Gage,,NY,,A,,75,,,mattgage,Broadalbin-Perth (NY),b16dc89a-c5fb-4f5b-b56b-8855b53c5f2f,,,,SF,94EB57819D6D,,Johnstown,"{'bat_hand': 'L', 'channel_id': '1157161695060197376', 'full_name': 'Matt Gage', 'pro_debut': '2022-06-06', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-07-18T19:31:06+00:00'}",Matt,,657424.0,,,RP,gage,93.0,Matt Gage,265,,13509.0
,2.0,,,USA,Cincinnati,,1996-03-30,,ryan,2779,#ryannoda-MLB-BAL-41,,1755439857277.0,True,mlb,,[],,,Noda,,IL,,A,,74,,,ryannoda,Grant (IL),7f5b4d55-78a3-44c6-a970-d7d9a2907391,,,,BAL,10557A000C79,,Volo,"{'bat_hand': 'L', 'channel_id': '1157161203458408448', 'full_name': 'Ryan Noda', 'pro_debut': '2023-03-30', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-10-01T03:55:36+00:00'}",Ryan,,676116.0,,,1B,noda,41.0,Ryan Noda,217,,15235.0
,,,,USA,Western Oklahoma State College (OK),,,,josh,2142,#joshjames-MLB-HOU-39,,,False,mlb,,[],,,James,,FL,,D60,,75,,,joshjames,South Broward (FL),dbad4f0e-980c-4231-8ed5-f65b2e3559a6,,,,HOU,,,Hollywood,"{'bat_hand': 'R', 'full_name': 'Josh James', 'pro_debut': '2018-09-01', 'rookie_year': '2018', 'status': 'D60', 'throw_hand': 'R', 'updated': '2022-06-23T21:30:34+00:00'}",Josh,,,,,RP,james,39.0,Josh James,234,,
,1.0,,,USA,Little Rock,,1998-08-24,,mckinley,2813,#mckinleymoore-MLB-NYY-87,,1714339838197.0,False,mlb,,[],,,Moore,,TX,,MIN,,78,,,mckinleymoore,Keller (TX),8c19c153-59d8-461e-9cf5-1a07535c2a65,,,,NYY,2CE2F0D2E3BC,,Houston,"{'bat_hand': 'R', 'full_name': 'McKinley Moore', 'pro_debut': '2023-04-10', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-04-13T20:13:07+00:00'}",McKinley,,686842.0,,,RP,moore,87.0,McKinley Moore,225,,17816.0
,0.0,,,USA,Auburn,,2000-11-07,,mason,3533,#masonbarnett-MLB-ATH-63,,1758950121035.0,True,mlb,,[],,,Barnett,,GA,,A,,72,,,masonbarnett,Cartersville (GA),3937b4a0-cea7-4377-afc5-3e933a77ebf1,,,,ATH,,,Kennesaw,"{'bat_hand': 'R', 'channel_id': '1266179428883365888', 'full_name': 'Mason Barnett', 'pro_debut': '2025-08-30', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-02T17:01:46+00:00'}",Mason,,,,,SP,barnett,63.0,Mason Barnett,218,,18118.0
,0.0,,,USA,UCF,,1998-12-20,,colton,3381,#coltongordon-MLB-HOU-61,,1759101331724.0,True,mlb,,[],,,Gordon,,FL,,A,,76,,,coltongordon,Lakewood Ranch (FL),d179b61b-309e-4380-bfbb-fe82741778d2,,,,HOU,BE11E82527C32399,,St. Petersburg,"{'bat_hand': 'L', 'channel_id': '1199824311322431488', 'full_name': 'Colton Gordon', 'pro_debut': '2025-05-14', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-09-12T21:27:06+00:00'}",Colton,,,,,SP,gordon,61.0,Colton Gordon,225,,18572.0
,1.0,,,USA,UNC Wilmington,,1998-09-10,Inflammation,landen,3109,#landenroupp-MLB-SF-65,,1757946914364.0,True,mlb,,[],,,Roupp,,NC,,A,,74,,,landenroupp,Faith Christian (NC),125d2312-8520-4fe9-a2cb-a98062cbcbea,,,,SF,4E0E1AF555C8,,Rocky Mount,"{'bat_hand': 'R', 'channel_id': '1157161498389282816', 'full_name': 'Landen Roupp', 'pro_debut': '2024-03-29', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:31:53+00:00'}",Landen,IL15,694738.0,,,SP,roupp,65.0,Landen Roupp,215,Knee,18192.0
,1.0,,,JPN,,,1998-08-20,,junghoo,3082,#junghoolee-MLB-SF-51,,1759161335731.0,True,mlb,,[],,,Lee,,,,A,,72,,,junghoolee,,b5f88674-e70f-42eb-9a7e-cd09616f7066,,,,SF,045A4D4AE4BA,,Nagoya,"{'bat_hand': 'L', 'channel_id': '1157161489363140608', 'full_name': 'Jung Hoo Lee', 'pro_debut': '2024-03-28', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T18:07:35+00:00'}",Jung Hoo,,808982.0,,,CF,lee,51.0,Jung Hoo Lee,197,,17160.0
,3.0,,,USA,Oklahoma,,1998-08-14,,cade,2592,#cadecavalli-MLB-WSH-24,,1758940520011.0,True,mlb,,[],,,Cavalli,,OK,,A,,76,,,cadecavalli,Bixby (OK),40983107-33a5-4d4f-960e-42236c08130f,,,,WSH,1C3D0B0D0552,,Tulsa,"{'bat_hand': 'R', 'channel_id': '1157161590898851840', 'full_name': 'Cade Cavalli', 'pro_debut': '2022-08-26', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-21T18:00:49+00:00'}",Cade,,676917.0,,,SP,cavalli,24.0,Cade Cavalli,223,,16692.0
,5.0,,,USA,Arizona,,1995-06-29,,bobby,1710,#bobbydalbec-MLB-CWS-31,,1754675432603.0,True,mlb,,[],,,Dalbec,,WA,,A,,76,,,bobbydalbec,Legend (CO),ac760643-fe40-475e-8cf0-5b7faa47c5a1,,,,CWS,EE16153098ED,,Seattle,"{'bat_hand': 'R', 'channel_id': '1220050531565715456', 'full_name': 'Bobby Dalbec', 'pro_debut': '2020-08-30', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-04-21T13:24:03+00:00'}",Bobby,,666915.0,,,1B,dalbec,31.0,Bobby Dalbec,225,,14308.0
,8.0,,,VEN,,,,,silvino,2491,#silvinobracho-MLB-CIN-69,,1696980635234.0,True,mlb,,[],,,Bracho,,,,A,,70,,,silvinobracho,,4f7115d4-0cab-40b2-af8c-ba59b6e5d437,,,,CIN,,,Maracaibo,"{'bat_hand': 'R', 'full_name': 'Silvino Bracho', 'pro_debut': '2015-08-30', 'rookie_year': '2015', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-06-21T17:12:53+00:00'}",Silvino,,611093.0,,,RP,bracho,69.0,Silvino Bracho,190,,14036.0
,3.0,,,USA,Florida,,1994-10-07,,kirby,1246,#kirbysnead-MLB-SEA-43,,1718475009674.0,True,mlb,,[],,,Snead,,FL,,A,,73,,,kirbysnead,Santa Fe (FL),838754e3-6865-4e6f-b2f7-708451c78aa9,,,,SEA,0027E978EBA9,,Alachua,"{'bat_hand': 'L', 'full_name': 'Kirby Snead', 'pro_debut': '2021-07-28', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'L', 'updated': '2024-05-08T22:40:28+00:00'}",Kirby,,669912.0,,,RP,snead,43.0,Kirby Snead,218,,17587.0
,0.0,,,USA,,,1995-06-18,,jamie,3159,#jamiewestbrook-MLB-BOS-73,,1742825436462.0,False,mlb,,[],,,Westbrook,,AZ,,MIN,,67,,,jamiewestbrook,Basha (AZ),53654ef6-35a0-4770-ad92-4c7dbfe769a0,,,,BOS,89F478772BD1,,Gilbert,"{'bat_hand': 'R', 'full_name': 'Jamie Westbrook', 'pro_debut': '2024-06-02', 'rookie_year': '2024', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-07-31T19:04:44+00:00'}",Jamie,,642197.0,,,2B,westbrook,73.0,Jamie Westbrook,193,,14056.0
,5.0,,,DOM,,,1995-06-23,,jorge,1586,#jorgemateo-MLB-BAL-3,,1756848648231.0,True,mlb,,[],,,Mateo,,,,A,,73,,,jorgemateo,,9b8a295d-bae1-4684-bf38-9f64dc0fd22e,,,,BAL,48B694B7BED8,,Santo Domingo,"{'bat_hand': 'R', 'channel_id': '1157161384413265920', 'full_name': 'Jorge Mateo', 'pro_debut': '2020-08-13', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-02T21:18:15+00:00'}",Jorge,,622761.0,,,SS,mateo,3.0,Jorge Mateo,200,,13690.0
,0.0,,,USA,,,2001-12-12,,zac,3321,#zacveen-MLB-COL-13,,1750175420370.0,True,mlb,,[],,,Veen,,FL,,A,,75,,,zacveen,Spruce Creek (FL),4b394270-695b-4230-b601-55df4e0ec3da,,,,COL,9E3E21A0D4D9EADF,,Port Orange,"{'bat_hand': 'L', 'channel_id': '1199824310114471936', 'full_name': 'Zac Veen', 'pro_debut': '2025-04-08', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:41:24+00:00'}",Zac,,,,,LF,veen,13.0,Zac Veen,190,,16675.0
,,,,USA,Florida Institute of Technology,,,,austin,1210,#austinallen-MLB-ATH-30,,,True,mlb,,[],,,Allen,,MO,,A,,74,,,austinallen,Chaminade College Prep (MO),b5a713f7-835e-4420-84eb-686df8145117,,,,ATH,,,St. Louis,"{'bat_hand': 'L', 'full_name': 'Austin Allen', 'pro_debut': '2019-05-11', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-04-21T16:24:01+00:00'}",Austin,,664119.0,,,C,allen,30.0,Austin Allen,219,,
,7.0,,,USA,Arizona,,1994-04-29,,scott,2443,#scottkingery-MLB-LAA-13,,1757971834330.0,True,mlb,,[],,,Kingery,,AZ,,A,,69,,,scottkingery,Mountain Pointe (AZ),c7db3443-0f4f-4912-a6a4-45344a13f787,,,,LAA,BD28D6F73F36E171,,Phoenix,"{'bat_hand': 'R', 'channel_id': '1199824319203528704', 'full_name': 'Scott Kingery', 'pro_debut': '2018-03-30', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-02T13:50:58+00:00'}",Scott,,664068.0,,,2B,kingery,13.0,Scott Kingery,180,,13844.0
,3.0,,,CAN,,,2000-02-21,,bo,2655,#bonaylor-MLB-CLE-23,,1759353057506.0,True,mlb,,[],,,Naylor,,ON,,A,,72,,,bonaylor,St. Joan of Arc Catholic Secondary School (CAN),dfe4ba88-3fee-4401-bf88-13a59ccf8b07,,,,CLE,113841DC8EC3,,Mississauga,"{'bat_hand': 'L', 'channel_id': '1157161402692042752', 'full_name': 'Bo Naylor', 'pro_debut': '2022-10-01', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T17:59:57+00:00'}",Bo,,666310.0,,,C,naylor,23.0,Bo Naylor,205,,15424.0
,8.0,,,USA,Cal State Fullerton,,1993-04-27,,jd,2210,#jddavis-MLB-LAA-22,,1746211838744.0,True,mlb,,[],,,Davis,,CA,,A,,73,,,jddavis,Elk Grove (CA),9560fe4d-d13b-45a0-ae45-e1304bf19256,,,,LAA,8FF4AEDEACDD,,Elk Grove,"{'bat_hand': 'R', 'channel_id': '1216094579158159360', 'full_name': 'J.D. Davis', 'pro_debut': '2017-08-05', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-04-18T20:14:12+00:00'}",J.D.,,605204.0,,,3B,davis,22.0,J.D. Davis,218,,13445.0
,8.0,,,USA,,,1995-06-15,Strain,dominic,2216,#dominicsmith-MLB-SF-7,,1757946614152.0,True,mlb,,[],,,Smith,,CA,,A,,71,,,dominicsmith,Junipero Serra (CA),0203fb2b-3d49-40bd-b685-c6a5c388cade,,,,SF,B83F0B7A15C4,,Los Angeles,"{'bat_hand': 'L', 'channel_id': '1236040960886964224', 'full_name': 'Dominic Smith', 'pro_debut': '2017-08-11', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-10-01T16:43:00+00:00'}",Dominic,IL10,642086.0,,,1B,smith,7.0,Dominic Smith,224,Hamstring,12950.0
,0.0,,,USA,Virginia Tech,,1997-01-08,Inflammation,nic,2777,#nicenright-MLB-CLE-59,,1757017544426.0,True,mlb,,[],,,Enright,,VA,,D15,,75,,,nicenright,Steward (VA),166eb2fe-5415-4cfd-b69e-a88008615b8e,,,,CLE,BC27B94188039EE4,,Richmond,"{'bat_hand': 'R', 'channel_id': '1199824321858523136', 'full_name': 'Nic Enright', 'pro_debut': '2025-05-25', 'rookie_year': '2025', 'status': 'D15', 'throw_hand': 'R', 'updated': '2025-09-04T20:11:37+00:00'}",Nic,IL15,663671.0,,,RP,enright,59.0,Nic Enright,205,Elbow,18282.0
,,,,VEN,,,,,jermaine,2429,#jermainepalacios-MLB-DET,,,True,mlb,,[],,,Palacios,,,,A,,72,,,jermainepalacios,,8c95fdc4-2d6a-4567-867e-36fb9be8b948,,,,DET,,,Barquisimeto,"{'bat_hand': 'R', 'full_name': 'Jermaine Palacios', 'pro_debut': '2022-05-31', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-10-20T18:31:26+00:00'}",Jermaine,,650339.0,,,SS,palacios,,Jermaine Palacios,145,,
,2.0,,,USA,West Georgia,,1997-06-24,,cade,2674,#cademarlowe-MLB-SEA-5,,1738971014804.0,True,mlb,,[],,,Marlowe,,GA,,A,,72,,,cademarlowe,Tift County (GA),5a5c2129-3f87-43ee-8f6b-a2b6ca91bab4,,,,SEA,73AA29C514D5,,Tifton,"{'bat_hand': 'L', 'channel_id': '1157161245036544000', 'full_name': 'Cade Marlowe', 'pro_debut': '2023-07-20', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-10-02T18:11:04+00:00'}",Cade,,687799.0,,,RF,marlowe,5.0,Cade Marlowe,210,,17534.0
,0.0,,,USA,Crowder College,,2002-04-03,,jacob,3470,#jacobmisiorowski-MLB-MIL-32,,1759428309942.0,True,mlb,,[],,,Misiorowski,,MO,,A,,79,,,jacobmisiorowski,Grain Valley (MO),f5716c16-fdef-4c08-8423-986e543997a9,,,,MIL,,,Blue Springs,"{'bat_hand': 'R', 'channel_id': '1238517206954815488', 'full_name': 'Jacob Misiorowski', 'pro_debut': '2025-06-12', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-15T19:05:49+00:00'}",Jacob,,,,,SP,misiorowski,32.0,Jacob Misiorowski,190,,16834.0
,,,,USA,Ohio State,,1993-12-21,,jacob,3195,#jacobbosiokovic-MLB-STL-71,,1737988521544.0,False,mlb,,[],,,Bosiokovic,,OH,,MIN,,77,,,jacobbosiokovic,Hayes (OH),6f832f0e-5d80-4288-ad83-fc65ba053945,,,,STL,BD78FE7EA2B8,,Delaware,"{'bat_hand': 'R', 'full_name': 'Jacob Bosiokovic', 'pro_debut': '', 'rookie_year': '', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-07-05T18:33:18+00:00'}",Jacob,,670109.0,,,RP,bosiokovic,71.0,Jacob Bosiokovic,240,,19260.0
,7.0,,,VEN,,,1993-04-22,,andres,2029,#andresmachado-MLB-WSH-57,,1699988110460.0,True,mlb,,[],,,Machado,,,,A,,73,,,andresmachado,,af2b5968-b8ea-4234-9b6d-e484b1d598ac,,,,WSH,7B96612A61EA,,Carabobo,"{'bat_hand': 'R', 'full_name': 'Andrés Machado', 'pro_debut': '2017-09-02', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-07-26T15:46:08+00:00'}",Andrés,,600921.0,,,RP,machado,57.0,Andrés Machado,232,,15187.0
,10.0,,,CUW,,,,,jonathan,1551,#jonathanschoop-MLB-DET-7,,1711382126290.0,True,mlb,,[],,,Schoop,,,,A,,73,,,jonathanschoop,,df2cff0c-0869-4352-a7fc-3706475c873e,,,,DET,41089A6F336D,,Willemstad,"{'bat_hand': 'R', 'full_name': 'Jonathan Schoop', 'pro_debut': '2013-09-25', 'rookie_year': '2013', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-06-28T16:41:31+00:00'}",Jonathan,,570731.0,,,3B,schoop,7.0,Jonathan Schoop,247,,12058.0
,1.0,,,CUB,,,1997-03-10,,yariel,3070,#yarielrodriguez-MLB-TOR-29,,1753049751019.0,True,mlb,,[],,,Rodríguez,,,,A,,72,,,yarielrodriguez,,de2ff1a5-28d3-45c7-a8d0-b83aed3e668a,,,,TOR,564482D1A07B,,Camaguey,"{'bat_hand': 'R', 'channel_id': '1157161157551751168', 'full_name': 'Yariel Rodríguez', 'pro_debut': '2024-04-13', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T18:53:15+00:00'}",Yariel,,684320.0,,,RP,rodriguez,29.0,Yariel Rodríguez,165,,18554.0
,,,,Australia,,,,,alex,2434,#alexhall-MLB-MIL-9,,,True,mlb,,[],,,Hall,,,,A,,71,,,alexhall,,8b030b96-8649-45c0-a2b4-962fbbf4164b,,,,MIL,74B62810940982F7,,Perth,"{'bat_hand': 'B', 'full_name': 'Alex Hall', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-06-02T23:30:30+00:00'}",Alex,,673064.0,,,C,hall,9.0,Alex Hall,204,,
,2.0,,,USA,,,2001-08-12,,kyle,2951,#kyleharrison-MLB-BOS-38,,1758944420383.0,True,mlb,,[],,,Harrison,,CA,,A,,74,,,kyleharrison,De La Salle (CA),12798db1-6631-44ba-a2c6-9941f0b4c77e,,,,BOS,23E17F560F71,,Danville,"{'bat_hand': 'R', 'channel_id': '1157161494345973760', 'full_name': 'Kyle Harrison', 'pro_debut': '2023-08-22', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-09-10T16:52:13+00:00'}",Kyle,,690986.0,,,SP,harrison,38.0,Kyle Harrison,209,,16741.0
,6.0,,,USA,USC,,1993-05-26,,garrett,1128,#garrettstubbs-MLB-PHI-21,,1756738541002.0,True,mlb,,[],,,Stubbs,,CA,,A,,70,,,garrettstubbs,Torrey Pines (CA),1d2e81a6-7b33-468a-8eb0-0428e31aa95e,,,,PHI,42CD393DCA35,,San Diego,"{'bat_hand': 'L', 'channel_id': '1157161160949137408', 'full_name': 'Garrett Stubbs', 'pro_debut': '2019-05-28', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-01T14:50:43+00:00'}",Garrett,,596117.0,,,C,stubbs,21.0,Garrett Stubbs,170,,14533.0
,5.0,,,USA,,,1996-08-16,,tyler,1915,#tylerstephenson-MLB-CIN-37,,1759087230725.0,True,mlb,,[],,,Stephenson,,GA,,A,,75,,,tylerstephenson,Kennesaw Mountain (GA),d9913442-0879-466c-926a-843188b66f89,,,,CIN,FE6E9AF920F2,,Atlanta,"{'bat_hand': 'R', 'channel_id': '1157161542177816576', 'full_name': 'Tyler Stephenson', 'pro_debut': '2020-07-27', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-05T17:55:25+00:00'}",Tyler,,663886.0,,,C,stephenson,37.0,Tyler Stephenson,225,,13822.0
,1.0,,,USA,BYU,,1996-08-29,,justin,3157,#justinsterner-MLB-ATH-60,,1756395025102.0,True,mlb,,[],,,Sterner,,CA,,A,,73,,,justinsterner,Dana Hills (CA),492a157c-7eef-40e6-8586-9c48dea6741a,,,,ATH,16C82CBB5EA9,,La Jolla,"{'bat_hand': 'R', 'channel_id': '1157161539946446848', 'full_name': 'Justin Sterner', 'pro_debut': '2024-05-31', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-21T18:41:11+00:00'}",Justin,,686993.0,,,RP,sterner,60.0,Justin Sterner,215,,17083.0
,13.0,,,USA,Texas,,1988-04-20,,brandon,1790,#brandonbelt-MLB-TOR-13,,1712433350752.0,True,mlb,,[],,,Belt,,TX,,A,,75,,,brandonbelt,Hudson (TX),36ee970b-0cff-4d50-b8ac-9bd16fae2dd1,,,,TOR,330F556A7F33,,Nacogdoches,"{'bat_hand': 'L', 'full_name': 'Brandon Belt', 'pro_debut': '2011-03-31', 'rookie_year': '2011', 'status': 'A', 'throw_hand': 'L', 'updated': '2023-09-26T19:02:49+00:00'}",Brandon,,474832.0,,,DH,belt,13.0,Brandon Belt,230,,11095.0
,2.0,,,USA,Miami (OH),,1997-12-18,,grant,2894,#granthartwig-MLB-NYM-56,,1752520818887.0,True,mlb,,[],,,Hartwig,,MI,,A,,77,,,granthartwig,Detroit Catholic Central (MI),e8468498-e801-4a46-a535-66ccf6ba076e,,,,NYM,AE58A426978D,,Detroit,"{'bat_hand': 'R', 'channel_id': '1157161695915835392', 'full_name': 'Grant Hartwig', 'pro_debut': '2023-06-19', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-10-22T13:10:33+00:00'}",Grant,,701643.0,,,RP,hartwig,56.0,Grant Hartwig,235,,18733.0
,9.0,,,USA,,,1990-08-12,,ryan,2467,#ryanweber-MLB-NYY-62,,1699300805586.0,False,mlb,,[],,,Weber,,FL,,D60,,73,,,ryanweber,Clearwater Central Catholic (FL),4220939b-becf-447a-bf2e-3431f9be6b7c,,,,NYY,D74A02E19E0A,,St. Petersburg,"{'bat_hand': 'R', 'full_name': 'Ryan Weber', 'pro_debut': '2015-09-08', 'rookie_year': '2015', 'status': 'D60', 'throw_hand': 'R', 'updated': '2023-06-07T20:38:45+00:00'}",Ryan,,543901.0,,,RP,weber,62.0,Ryan Weber,175,,14046.0
